0,0,0
0,0.1,0
0,0.2,0
0,0.3,0
0,0.4,0
0,0.5,0
0,0.6,0
0,0.7,0
0,0.8,0
0,0.9,0
0,1,1.63419e-10
0,1.1,0.0475816
0,1.2,0.090634
0,1.3,0.129584
0,1.4,0.164811
0,1.5,0.196656
0,1.6,0.225428
0,1.7,0.251403
0,1.8,0.274832
0,1.9,0.295945
0,2,0.314951
0,2.1,0.332042
0,2.2,0.347397
0,2.3,0.361178
0,2.4,0.373535
0,2.5,0.384604
0,2.6,0.394512
0,2.7,0.403375
0,2.8,0.411295
0,2.9,0.418364
0,3,0.424674
0,3.1,0.430302
0,3.2,0.435321
0,3.3,0.439794
0,3.4,0.443777
0,3.5,0.447323
0,3.6,0.450478
0,3.7,0.453284
0,3.8,0.455779
0,3.9,0.458001
0,4,0.459976
0,4.1,0.461732
0,4.2,0.463292
0,4.3,0.464678
0,4.4,0.465909
0,4.5,0.467001
0,4.6,0.46797
0,4.7,0.468833
0,4.8,0.469598
0,4.9,0.470276
0,5,0.470879
0,5.1,0.471416
0,5.2,0.471893
0,5.3,0.472314
0,5.4,0.47269
0,5.5,0.473024
0,5.6,0.473318
0,5.7,0.473581
0,5.8,0.473815
0,5.9,0.474021
0,6,0.474202
0,6.1,0.429075
0,6.2,0.388243
0,6.3,0.351295
0,6.4,0.317863
0,6.5,0.287615
0,6.6,0.260245
0,6.7,0.235478
0,6.8,0.21307
0,6.9,0.192794
0,7,0.174446
0,7.1,0.157844
0,7.2,0.142824
0,7.3,0.129232
0,7.4,0.116934
0,7.5,0.105807
0,7.6,0.0957375
0,7.7,0.0866272
0,7.8,0.0783836
0,7.9,0.0709246
0,8,0.0641754
0,8.1,0.0580679
0,8.2,0.0525422
0,8.3,0.0475422
0,8.4,0.043018
0,8.5,0.0389244
0,8.6,0.03522
0,8.7,0.0318685
0,8.8,0.0288358
0,8.9,0.0260918
0,9,0.0236089
0,9.1,0.0213621
0,9.2,0.0193293
0,9.3,0.0174899
0,9.4,0.0158255
0,9.5,0.0143196
0,9.6,0.0129568
0,9.7,0.0117237
0,9.8,0.0106081
0,9.9,0.00959861
0,10,0.0086852
1,0,1,1,1
1,0.1,2.13314,4.47147,1.11393
1,0.2,6.5426,13.7313,4.18035
1,0.3,16.6848,27.1838,26.2061
1,0.4,15.3662,1.11234,46.7582
1,0.5,1.19795,-8.86762,32.4549
1,0.6,-4.83356,-8.06164,26.6736
1,0.7,-7.04962,-8.74755,24.8908
1,0.8,-8.63546,-10.0953,25.6473
1,0.9,-9.69192,-10.1573,28.0302
1,1,-9.37825,-8.35683,29.3618
1,1.1,-8.07849,-6.77031,28.183
1,1.2,-7.17345,-6.78375,25.9757
1,1.3,-7.36224,-8.10013,24.5543
1,1.4,-8.48492,-9.84978,25.0813
1,1.5,-9.67239,-10.4321,27.5174
1,1.6,-9.64416,-8.80915,29.4411
1,1.7,-8.34657,-6.87301,28.6712
1,1.8,-7.19896,-6.53572,26.3762
1,1.9,-7.14588,-7.69399,24.573
1,2,-8.17296,-9.56169,24.6196
1,2.1,-9.54089,-10.6294,26.9043
1,2.2,-9.87195,-9.33106,29.3793
1,2.3,-8.66819,-7.08313,29.1611
1,2.4,-7.28921,-6.33105,26.8667
1,2.5,-6.9587,-7.27087,24.7031
1,2.6,-7.83331,-9.17838,24.2254
1,2.7,-9.32072,-10.7039,26.1973
1,2.8,-10.0426,-9.89284,29.1325
1,2.9,-9.03889,-7.42276,29.6174
1,3,-7.45734,-6.18976,27.4449
1,3.1,-6.81489,-6.84436,24.9567
1,3.2,-7.47928,-8.71012,23.9296
1,3.3,-9.01113,-10.6264,25.4341
1,3.4,-10.1262,-10.4488,28.6684
1,3.5,-9.44297,-7.91094,29.9911
1,3.6,-7.71544,-6.13804,28.1036
1,3.7,-6.73114,-6.43012,25.3448
1,3.8,-7.12708,-8.17225,23.7621
1,3.9,-8.61843,-10.3781,24.6652
1,4,-10.0909,-10.9352,27.9666
1,4.1,-9.85339,-8.5596,30.2138
1,4.2,-8.07509,-6.21221,28.8271
1,4.3,-6.72775,-6.04753,25.8781
1,4.4,-6.79588,-7.58405,23.7513
1,4.5,-8.15612,-9.95325,23.951
1,4.6,-9.90992,-11.2726,27.0374
1,4.7,-10.2266,-9.3573,30.1964
1,4.8,-8.54212,-6.45998,29.5824
1,4.9,-6.82885,-5.72163,26.5654
1,5,-6.50778,-6.96694,23.9234
1,5.1,-7.64467,-9.3623,23.3557
1,5.2,-9.56623,-11.3795,25.9272
1,5.3,-10.5024,-10.2536,29.838
1,5.4,-9.11057,-6.94042,30.3084
1,5.5,-7.06394,-5.48921,27.412
1,5.6,-6.29029,-6.34525,24.3037
1,5.7,-7.1115,-8.63059,22.9436
1,5.8,-9.05904,-11.1888,24.7257
1,5.9,-10.6066,-11.1399,29.0467
1,6,-9.75113,-7.71613,30.8962
1,6.1,-7.46673,-5.40688,28.4146
1,6.2,-6.1784,-5.74709,24.9178
1,6.3,-6.59039,-7.79532,22.7749
1,6.4,-8.40747,-10.667,23.5586
1,6.5,-10.463,-11.8439,27.7816
1,6.6,-10.3947,-8.82466,31.1689
1,6.7,-8.06905,-5.56321,29.5452
1,6.8,-6.218,-5.20862,25.791
1,6.9,-6.12178,-6.90081,22.9032
1,7,-7.65169,-9.82842,22.571
1,7.1,-10.0155,-12.155,26.1051
1,7.2,-10.9174,-10.2215,30.876
1,7.3,-8.88803,-6.09454,30.7237
1,7.4,-6.47199,-4.78567,26.9508
1,7.5,-5.75587,-5.99312,23.3795
1,7.6,-6.8487,-8.7327,21.9058
1,7.7,-9.25162,-11.8894,24.214
1,7.8,-11.1387,-11.6883,29.7453
1,7.9,-9.88798,-7.18085,31.7489
1,8,-7.02252,-4.57975,28.414
1,8.1,-5.5604,-5.12145,24.2552
1,8.2,-6.07,-7.4736,21.6867
1,8.3,-8.22231,-10.9746,22.4229
1,8.4,-10.8602,-12.7793,27.637
1,8.5,-10.9186,-8.97672,32.1972
1,8.6,-7.96579,-4.7916,30.1583
1,8.7,-5.63729,-4.34833,25.594
1,8.8,-5.40074,-6.15424,22.0177
1,8.9,-7.03719,-9.49598,21.0833
1,9,-9.95754,-12.926,24.7811
1,9.1,-11.6326,-11.3496,31.3589
1,9.2,-9.35627,-5.80021,31.9985
1,9.3,-6.14629,-3.79166,27.4729
1,9.4,-4.95224,-4.87062,22.9939
1,9.5,-5.84672,-7.67297,20.4931
1,9.6,-8.48748,-11.7786,21.8702
1,9.7,-11.5059,-13.4505,28.5447
1,9.8,-11.0316,-8.16028,33.2538
1,9.9,-7.33084,-3.75672,29.9575
1,10,-4.90322,-3.71296,24.7388
